adverseReaction,147ac314-1b2a-4c17-8c51-57cfe361b7fb,12/22/2011,5,ISMN,Isosorbide Mononitrate,,,
adverseReaction,61dee012-43af-0e9a-3843-9b9b91e022c4,3/21/2012,3,AZA,Azathioprine,,,
adverseReaction,050bd2a2-a125-721a-e366-255c5466f018,1/26/2012,5,BSP,bromsulphalein,,,
adverseReaction,740e054b-faac-7c27-f06d-a56efb699355,1/26/2012,5,BSP,bromsulphalein,,,
adverseReaction,d45fc842-2563-4421-86af-a55b3191e19b,1/9/2012,3,TZD,thiazolidinedione,,,
adverseReaction,c1ac4f63-695c-6bd6-4a7f-ecb97e03569e,3/7/2012,4,TZD,thiazolidinedione,,,
adverseReaction,ba48ac4b-9503-4006-f6e2-3b8a83059c03,12/16/2011,6,TZD,thiazolidinedione,,,
adverseReaction,b078dae2-664d-4144-847a-3b9d9b557402,1/27/2012,13,HCT,hydrochlorothiazide,,,
adverseReaction,539cdfb4-b920-48fb-8176-fe23841e3d32,2/14/2012,2,HCT,hydrochlorothiazide,,,
adverseReaction,ef08d90f-ba26-4b68-8e3a-d0320e4b0f8e,4/12/2012,2,ISMN,Isosorbide Mononitrate,,,
adverseReaction,c8b18a0b-b4f7-4f88-8732-1fa4736c3046,3/15/2012,3665,HCT,hydrochlorothiazide,,,
adverseReaction,ba5527fb-76fc-4ee5-b62e-a141c58c957d,1/17/2008,2,lorazepam,Lorazepam,,,
adverseReaction,F764D619-D2DD-4081-8467-DD2EC2AC68C3,1/24/2008,4,ddI,didanosine,,,
adverseReaction,eed26501-890d-4ff6-88e7-6dbea4726e53,6/27/2012,15,MMF,mycophenolate mofetil,,,
adverseReaction,21d9c619-7e94-49e2-ac41-31e9ea96554a,3/14/2012,6,ddI,didanosine,,,
adverseReaction,095081a0-1398-11dc-82e1-0002a5d5c51b,12/31/2011,8,NTG,nitroglycerin,,,
adverseReaction,095081a0-1398-11dc-82e1-0002a5d5c51b,12/31/2011,8,SNP,sodium nitroprusside,,,
adverseReaction,095081a0-1398-11dc-82e1-0002a5d5c51b,12/31/2011,8,NIC,nicardipine,,,
adverseReaction,96f11b5d-cc7b-48aa-830a-a28e1962d871,8/1/2011,8,GnRH,gonadotropin releasing hormone,,,
adverseReaction,03dc50f9-c7bd-4c0c-8bbb-c1216ec90c95,5/14/2007,1,DMA,Dimethylacetamide,,,
adverseReaction,A6CA918F-D031-4601-31A4-1848B580F2F0,8/7/2006,1,ddI,didanosine,,,
adverseReaction,A6CA918F-D031-4601-31A4-1848B580F2F0,8/7/2006,1,ZDV,zidovudine,,,
adverseReaction,9ac8b9fe-dfb9-0151-30b3-f9da72d74ac2,2/9/2012,10,HCTZ,hydrochlorothiazide,,,
adverseReaction,c7750b68-b3d8-45fa-b134-bf75f6ac510e,1/19/2010,2,HCTZ,hydrochlorothiazide,,,
boxedWarning,10E1D3EF-808E-47E4-A050-93A5918B1085,1/18/2008,3,DES,diethylstilbestrol,,,
boxedWarning,bd9a5180-1773-11e0-980a-0002a5d5c51b,2/16/2012,2,DMSO,dimethyl sulfoxide,,,
boxedWarning,86b90d68-bfb6-47f6-aa5b-a6642391ff13,6/3/2010,1,MPA,medroxyprogesterone acetate,,,
boxedWarning,EA3D70E5-DCCD-4302-964B-B5CB1394B514,7/25/2006,1,DES,diethylstilbestrol,,,
boxedWarning,36ec4df9-298d-4b15-9386-7848d217a46c,1/14/2010,2,MPA,medroxyprogesterone acetate,,,
boxedWarning,146f7be7-5cd4-4279-a482-794d0cd554e1,3/28/2006,1,Dantrium,dantrolene sodium,,,
clinicalPharmacology,26683db8-b319-4d67-8cd8-3c9803daa628,6/29/2010,2,DCT,demethylcitalopram,,,
clinicalPharmacology,26683db8-b319-4d67-8cd8-3c9803daa628,6/29/2010,2,DDCT,didemethylcitalopram,,,
clinicalPharmacology,26683db8-b319-4d67-8cd8-3c9803daa628,6/29/2010,2,CT,citalopram,,,
clinicalPharmacology,8a7a1fbf-652c-4c2a-8118-815341e8d2c1,4/30/2012,4,FSH,follicle stimulating hormone,,,
clinicalPharmacology,8a7a1fbf-652c-4c2a-8118-815341e8d2c1,4/30/2012,4,LH,luteinizing hormone,,,
clinicalPharmacology,7603f1ba-cfbd-4ec5-881a-13f4832c9893,5/6/2011,2,ACTH,adrenocorticotropic hormone,,,
clinicalPharmacology,68c5c707-4539-4ed9-ab12-4ac138c62ff3,1/7/2010,2,FSH,follicle stimulating hormone,,,
clinicalPharmacology,68c5c707-4539-4ed9-ab12-4ac138c62ff3,1/7/2010,2,LH,luteinizing hormone,,,
clinicalPharmacology,0a9d7dab-527d-429f-8590-16a32737fd58,12/31/2010,2,GABA,gamma-aminobutyric acid,,,
clinicalPharmacology,3942d30d-827b-46c7-8454-3020d5d7865d,7/9/2010,1,ODV,O-desmethylvenlafaxine,,,
clinicalPharmacology,b60a9829-f356-4e43-97d5-7666fe11588c,9/28/2010,42,mCPP,m-chlorophenylpiperazine,,,
clinicalPharmacology,833cd52c-6470-49c4-937f-1393971f4db9,9/1/2009,5,GX,glycinexylidide,,,
clinicalPharmacology,833cd52c-6470-49c4-937f-1393971f4db9,9/1/2009,5,MEGX,monoethylglycinexylidide,,,
clinicalPharmacology,9EAD5896-CF5F-7F3A-BD8D-BA6A7AEE930A,1/30/2009,1,GABA,gamma-aminobutyric acid,,,
clinicalPharmacology,DCC019EB-42F1-4A25-AF2A-6328B0FDB7D4,12/13/2006,1,MPA,medroxyprogesterone acetate,,,
clinicalPharmacology,DCC019EB-42F1-4A25-AF2A-6328B0FDB7D4,12/13/2006,1,FSH,follicle stimulating hormone,,,
clinicalPharmacology,DCC019EB-42F1-4A25-AF2A-6328B0FDB7D4,12/13/2006,1,LH,luteinizing hormone,,,
clinicalPharmacology,dbba2df7-6cb5-438f-bcde-6316f3fe10c8,2/23/2012,3,GABA,gamma-aminobutyric acid,,,
clinicalPharmacology,1a88218c-5b18-4220-8f56-526de1a276cd,11/1/2010,5,MPH,methylphenidate,,,
clinicalPharmacology,e84ca5ed-dff5-4a13-a04f-6aeee4be4bb0,5/21/2010,3,NMP,N-methylpyrrolidine,,,
clinicalPharmacology,1b87c5c3-6a4d-41f1-b504-60004366e613,6/1/2012,1,PABA,para-aminobenzoic acid,,,
clinicalPharmacology,A699724B-7412-479E-9894-4CF6EC454D8B,10/25/2007,6,mCPP,m-chlorophenylpiperazine,,,
clinicalPharmacology,7951139c-b271-45a4-b523-34b23800917b,4/27/2012,14,N-Ac-5-ASA,N-acetyl-5-aminosalicylic acid,,,
clinicalPharmacology,989705dd-929b-4b62-9ef4-e768f0e366cb,8/19/2010,1,ODV,O-desmethylvenlafaxine,,,
clinicalPharmacology,d3e5fbbf-4a1f-4aa2-8e80-9729f6cf04ee,4/14/2008,1,UFH,unfractionated heparin,,,
clinicalPharmacology,3b39a91e-f83c-45e3-bebc-a96078adc7f6,4/26/2011,1,DCT,demethylcitalopram,,,
clinicalPharmacology,3b39a91e-f83c-45e3-bebc-a96078adc7f6,4/26/2011,1,DDCT,didemethylcitalopram,,,
clinicalPharmacology,3b39a91e-f83c-45e3-bebc-a96078adc7f6,4/26/2011,1,GABA,gamma aminobutyric acid,,,
clinicalPharmacology,3b39a91e-f83c-45e3-bebc-a96078adc7f6,4/26/2011,1,CT,citalopram,,,
clinicalPharmacology,0376351b-f1a0-43e5-a0b4-533072c49f39,6/22/2012,4,HMG-CoA,3-hydroxy-3-methylglutaryl-coenzyme A,,,
clinicalPharmacology,57CEBFF0-1C66-4FD1-96EC-45AB7A4B801B,12/9/2008,2,FSH,follicle-stimulating hormone,,,
clinicalPharmacology,57CEBFF0-1C66-4FD1-96EC-45AB7A4B801B,12/9/2008,2,LH,luteinizing hormone,,,
clinicalPharmacology,D01C8FD1-25D4-49AB-8637-856843649B87,9/26/2008,1,GABA,gamma-aminobutyric acid,,,
