39a5dae2-49f7-4662-9eac-aa7b4c7807a4;Ethanol;ethanol;http://purl.bioontology.org/ontology/MESH/D000431
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;Ethanol;Ethanol;http://purl.bioontology.org/ontology/MESH/D000431
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;Ethanol;ethanol;http://purl.bioontology.org/ontology/MESH/D000431
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;Rifampin;Rifampicin;http://purl.bioontology.org/ontology/RXNORM/9384
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;Rifampin;Rifampicin;http://purl.bioontology.org/ontology/RXNORM/9384
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;Rifampin;rifampicin;http://purl.bioontology.org/ontology/RXNORM/9384
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;eszopiclone;LUNESTA;http://purl.bioontology.org/ontology/MESH/C515051
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;eszopiclone;LUNESTA;http://purl.bioontology.org/ontology/MESH/C515051
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;eszopiclone;LUNESTA;http://purl.bioontology.org/ontology/MESH/C515051
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;eszopiclone;eszopiclone;http://purl.bioontology.org/ontology/MESH/C515051
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;eszopiclone;eszopiclone;http://purl.bioontology.org/ontology/MESH/C515051
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;eszopiclone;eszopiclone;http://purl.bioontology.org/ontology/MESH/C515051
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;eszopiclone;eszopiclone;http://purl.bioontology.org/ontology/MESH/C515051
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;eszopiclone;LUNESTA;http://purl.bioontology.org/ontology/MESH/C515051
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;eszopiclone;LUNESTA;http://purl.bioontology.org/ontology/MESH/C515051
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;eszopiclone;eszopiclone;http://purl.bioontology.org/ontology/MESH/C515051
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;eszopiclone;LUNESTA;http://purl.bioontology.org/ontology/MESH/C515051
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;Ketoconazole;Ketoconazole;http://purl.bioontology.org/ontology/RXNORM/6135
39a5dae2-49f7-4662-9eac-aa7b4c7807a4;Ketoconazole;Ketoconazole;http://purl.bioontology.org/ontology/RXNORM/6135
